id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3781,HARBORSIDE-Walk to subway,4804,Frank,,East Boston,42.36524,-71.02936,Entire home/apt,125,30,15,2019-02-22,0.29,2,141
6976,Mexican Folk Art Showcase in Boston Neighborhood,16701,Phil,,Roslindale,42.29244,-71.13577,Private room,65,29,83,2019-08-11,0.67,1,92
8789,Curved Glass Studio/1bd facing Park,26988,Anne,,Downtown,42.35919,-71.06265,Entire home/apt,99,31,23,2019-05-31,0.37,10,329
9273,"Stay at ""HARBORVIEW"" Walk to subway",4804,Frank,,East Boston,42.36461,-71.02902,Entire home/apt,225,7,14,2016-10-23,0.13,2,333
10730,Bright 1bed facing Golden Dome,26988,Anne,,Downtown,42.3584,-71.06185,Entire home/apt,150,28,30,2019-09-14,0.25,10,327
10811,Back Bay Studio on Marlborough St-,38997,Michelle,,Back Bay,42.34973,-71.08792,Entire home/apt,179,31,9,2019-07-22,0.20,11,307
10813,Back Bay Apt Studio-,38997,Michelle,,Back Bay,42.34961,-71.08904,Entire home/apt,179,31,70,2019-07-03,1.72,11,216
10986,Waterfront Furnished Apt,38997,Michelle,,North End,42.36352,-71.05075,Entire home/apt,125,31,2,2016-05-23,0.05,11,354
18711,The Dorset | 3BR 1BA | 1st Floor,71783,Lance,,Dorchester,42.32329,-71.0621,Hotel room,126,2,51,2019-08-11,0.45,25,357
22354,COPLEY SQ...19TH C.TWNHSE SUNNY RM,85770,Robert,,South End,42.34496,-71.07486,Private room,148,2,308,2019-09-07,3.11,5,71
24240,"The Golden Slipper B&B Afloat, 2 bed/2 bath",97821,Gretchen,,North End,42.36366,-71.05023,Entire home/apt,275,2,99,2019-09-09,0.91,1,158
27611,One Bedroom Studio Garden Apartment,119381,Gordon And Alexandra,,Jamaica Plain,42.31557,-71.11483,Entire home/apt,195,3,16,2019-05-05,0.25,1,352
29765,"Luxury suite, Moroccan furnishings",128280,Elizabeth,,Charlestown,42.37834,-71.06663,Entire home/apt,221,2,93,2018-10-21,0.82,3,229
36885,A Cozy Corner of Boston,159160,Deborah,,Fenway,42.34633,-71.08832,Entire home/apt,165,4,153,2019-08-14,1.37,1,0
40601,Private room & bath - Jamaica Plain,174986,Robert,,Jamaica Plain,42.3151,-71.11108,Private room,95,6,73,2019-03-11,0.66,1,186
44205,Elegance at Salem Street Court,128280,Elizabeth,,Charlestown,42.37655,-71.06677,Entire home/apt,184,2,82,2019-04-16,0.74,3,207
45987,Gorgeous Garden Studio Charlestown,205107,Atef,,Charlestown,42.37404,-71.06118,Entire home/apt,125,3,123,2019-09-06,1.11,1,85
47521,Beautiful Victorian House /A,119019,Hermina,,Dorchester,42.29772,-71.05924,Private room,50,1,331,2019-04-17,3.01,8,152
57156,3 Room Cottage in Boston,271947,Bill,,Dorchester,42.31004,-71.04942,Entire home/apt,105,28,49,2019-08-02,0.48,1,182
60029,Room in geographical heart of Hub,255183,Michelle,,Roxbury,42.32584,-71.08927,Private room,75,2,141,2019-08-13,1.33,5,7
60356,Bookcase 1bd facing Boston Common,26988,Anne,,Downtown,42.35712,-71.0618,Entire home/apt,175,28,18,2018-11-05,0.25,10,231
66288,Architects Live-in Studio in Boston,324630,Sean,,Mission Hill,42.33215,-71.10674,Entire home/apt,79,1,679,2019-08-22,6.42,1,0
67774,Corner 1 bed facing Golden Dome,26988,Anne,,Beacon Hill,42.35867,-71.06332,Entire home/apt,110,31,43,2018-12-10,0.52,10,232
69369,Room in Boston off the beaten path,255183,Michelle,,Roxbury,42.32614,-71.0884,Private room,79,2,112,2019-09-21,1.10,5,76
77681,Waterfall Room: Bunker Hill B&B,416912,Christiane,,Charlestown,42.37853,-71.06177,Private room,140,2,44,2019-09-19,0.45,1,356
77691,Beautiful Victorian House /Room B,119019,Hermina,,Dorchester,42.29771,-71.05979,Private room,65,1,324,2019-05-26,3.11,8,364
91588,Sunny Private Bedroom. 7 minute walk to Redline T.,494453,Dave,,Dorchester,42.31358,-71.04697,Private room,68,1,213,2019-09-09,2.10,2,300
95453,Royal Street Studio: Allston,508268,Richard,,Allston,42.35937,-71.13156,Entire home/apt,175,5,40,2019-08-23,0.39,1,344
118905,Lotus (Luxury apartment),434539,Brahma,,East Boston,42.37933,-71.03376,Entire home/apt,325,7,23,2018-03-29,0.23,2,363
164418,Comfortable room in quiet area of Boston,784237,Carlos,,West Roxbury,42.29512,-71.14877,Private room,65,29,39,2016-10-15,0.40,1,177
169430,Stylish + Comfortable Urban Victorian,807320,Kate,,Roxbury,42.32158,-71.09047,Entire home/apt,200,2,144,2019-08-18,1.46,1,1
177129,Comfort in Historic Melville Park 1,847253,Susan,,Dorchester,42.29343,-71.06773,Private room,81,2,184,2019-09-07,1.87,3,274
179244,Room in Beautiful Townhouse /G,119019,Hermina,,Dorchester,42.2978,-71.05893,Private room,75,1,93,2019-05-26,0.95,8,111
179245,Room in Beautiful Townhouse /F,119019,Hermina,,Dorchester,42.29915,-71.05879,Private room,65,1,62,2019-07-16,0.64,8,0
182049,Herbivorian House SkyRama ,434539,Brahma,,East Boston,42.3798,-71.03325,Entire home/apt,300,5,37,2017-10-31,0.37,2,346
182613,Entire 2 BR! Clean condo 3 beds Charlestown Boston,875739,Max,,Charlestown,42.37739,-71.06044,Entire home/apt,169,31,106,2019-06-13,1.07,1,8
190170,In-Law Suite w/Room to Spare :-),841314,Fanny & Candice,,Dorchester,42.31039,-71.06907,Entire home/apt,55,7,66,2019-08-06,0.67,1,179
196806,"Comfy couch, Centrally located",958639,Larry,,Fenway,42.34452,-71.08684,Shared room,79,3,89,2019-06-25,0.90,1,266
197727,"Great Boston neighborhood , Jamaica Plain",964356,Jill,,Jamaica Plain,42.3132,-71.11832,Private room,85,2,41,2019-09-01,0.42,1,86
197972,Perfect Location--Super Studio!,965697,Chris & Kristina,,Jamaica Plain,42.31732,-71.10834,Entire home/apt,90,2,379,2019-09-18,3.92,2,318
200265,Comfort in Historic Melville Park 2,847253,Susan,,Dorchester,42.29363,-71.06652,Private room,81,2,188,2019-09-08,1.93,3,359
205095,Private room near Longwood medical,1008058,Adnaan,,Dorchester,42.28571,-71.09054,Private room,75,1,14,2014-11-10,0.14,1,0
205894,Beautiful Victorian House/Room D,119019,Hermina,,Dorchester,42.29849,-71.0588,Private room,55,1,203,2019-05-26,2.07,8,358
210097,Treetop Haven in the City,1035747,Maria Elena,,Jamaica Plain,42.31864,-71.10641,Entire home/apt,110,3,183,2019-09-10,1.87,1,263
211921,Boston Loft: 7 Skylights!,1092168,Meg,,Roslindale,42.28143,-71.12576,Entire home/apt,300,45,68,2015-06-15,0.70,1,357
220676,Private room off the Freedom Trail.,1144302,Howard,,North End,42.36539,-71.05438,Private room,95,2,242,2019-09-17,2.49,1,55
225224,4th floor office room,85770,Robert,,South End,42.34643,-71.07503,Private room,105,2,312,2019-09-06,3.23,5,78
225834,Skyline View to Boston,1176995,Duane,,Roslindale,42.28053,-71.13084,Private room,65,28,53,2018-06-25,0.55,2,264
225979,Cozy Room & Fresh Roasted Coffee,1176995,Duane,,Roslindale,42.28145,-71.12925,Private room,55,28,99,2019-08-30,1.02,2,275
232990,Comfort in Historic Melville Park 3,847253,Susan,,Dorchester,42.2948,-71.06814,Private room,69,2,72,2019-08-17,0.73,3,331
257588,BOSTON LUXURY FOR LESS!!! NEAR BCEC,1355344,Meri,,South Boston,42.33066,-71.03984,Entire home/apt,200,1,313,2019-09-17,3.58,1,232
276450,19th Century Luxury | South End | 1BR 1BA #3,1444340,Short Term Rentals Boston,,Roxbury,42.33814,-71.08001,Entire home/apt,167,28,90,2019-08-14,1.00,49,188
295285,"Single Bedroom, Quiet Neighborhood",1271326,Tom,,West Roxbury,42.28719,-71.16816,Private room,80,1,27,2019-08-23,0.35,1,275
307571,Beacon Hill Floorthrough Brownstone,26988,Anne,,Beacon Hill,42.35881,-71.06547,Entire home/apt,150,30,17,2018-07-30,0.45,10,264
311240,"(Just Upgraded) Upscale Back Bay Home, River Views",1600541,Marina,,Back Bay,42.35262,-71.08051,Entire home/apt,250,2,197,2019-08-07,2.13,1,141
315982,Beautiful Two BR & Two Bathroom Townhouse,119019,Hermina,,Dorchester,42.29929,-71.05997,Entire home/apt,196,1,254,2019-09-07,2.76,8,106
318050,"South End Room on park by T, Prudential & Back Bay",1632478,Thiago & Niles,,South End,42.3398,-71.07853,Private room,99,2,305,2019-09-15,3.30,1,106
322593,"""Chef""Kitch, 12 MintoPru, Patio, 50% off 29+days",1651480,Edward,,South End,42.34349,-71.0768,Entire home/apt,193,28,400,2019-09-19,5.06,4,132
332225,"Beautiful house w/ Hot Tub, Parking & Yard!",1693497,Ken,,Jamaica Plain,42.29129,-71.11396,Entire home/apt,149,2,46,2017-08-20,0.54,1,0
349347,Experience Past|Enjoy Present|South End Studio #2,1444340,Short Term Rentals Boston,,Roxbury,42.33824,-71.08172,Entire home/apt,167,28,110,2019-09-01,1.23,49,123
349409,Family Home in Great Area,1770277,Genevieve,,Jamaica Plain,42.32443,-71.10652,Entire home/apt,250,5,5,2015-08-24,0.06,1,0
377474,Beautiful Victorian House,119019,Hermina,,Dorchester,42.29839,-71.05931,Entire home/apt,385,1,24,2019-09-20,0.28,8,362
381187,Urban home in best JP location w AC,1912147,Pamela,,Jamaica Plain,42.31417,-71.11541,Entire home/apt,375,3,12,2015-10-04,0.13,1,0
403587,Beautiful 2 bedroom apt sleeps 7,887148,Dawn,,Charlestown,42.38291,-71.06956,Entire home/apt,595,2,2,2014-03-27,0.03,6,364
431434,Boston Brownstone (South Boston),980059,Ben,,South Boston,42.33533,-71.05168,Entire home/apt,200,2,7,2014-06-13,0.08,1,20
442735,South End Brownstone Family Home,1592221,Sarah,,South End,42.34362,-71.06799,Entire home/apt,250,2,70,2019-09-01,0.78,1,98
447826,"Sweet Little House in JP, Boston",2053557,Hilary,,Jamaica Plain,42.31713,-71.10966,Private room,71,3,302,2019-09-10,3.42,1,220
475988,"Lovely private, 20 mins to dwntwn, near parks +T!",2359572,Kelly,,Jamaica Plain,42.3044,-71.11442,Entire home/apt,207,1,15,2018-10-28,0.65,1,0
496022,"Private Floor, Private Bath, City Location",1956464,Maria,,Jamaica Plain,42.3092,-71.11836,Private room,200,2,16,2016-06-26,0.22,1,0
497810,"LOCATION, LOCATION, LOCATION, 3BDR DWNTWN",2329611,Jonathan,,Downtown,42.35439,-71.06009,Entire home/apt,299,3,321,2019-09-07,5.06,1,68
519272,"Cozy Room + Private Bath, JP Boston",2444900,David,,Jamaica Plain,42.30511,-71.10643,Private room,62,3,9,2016-05-31,0.14,1,0
526970,BACK BAY/COPLEY FIRST FLOOR ROOM,85770,Robert,,South End,42.34523,-71.07282,Private room,148,2,171,2019-08-01,1.93,5,81
530983,The Grand View | 5BR 2BA | Victorian Home,71783,Lance,,Dorchester,42.31419,-71.06001,Entire home/apt,175,3,66,2019-07-20,0.79,25,269
533114,The Sawyer | 2BR 2.5BA | 1st Floor,71783,Lance,,Dorchester,42.31167,-71.06168,Entire home/apt,168,2,53,2019-09-05,0.62,25,154
533152,The Penthouse | 2BR 1BA | 4th Floor,71783,Lance,,Dorchester,42.32189,-71.06183,Hotel room,125,2,54,2019-06-13,0.81,25,310
536865,COZY 2 BEDROOM IN GREATER BOSTON,2618808,Curtis,,Dorchester,42.31086,-71.06815,Entire home/apt,115,2,302,2019-09-06,3.46,2,331
568234,City's Hippest Location/Two Bedrooms,2796082,Margaret,,Jamaica Plain,42.30335,-71.10497,Private room,110,1,256,2019-09-10,2.92,2,317
570493,"2 Bedrms, 2 Priv Bath&Priv Entrance",914630,Bill,,Dorchester,42.28847,-71.05477,Private room,152,3,92,2019-09-15,1.24,1,70
579605,The Mayhew | 2BR 1BA | 3rd Floor,71783,Lance,,Dorchester,42.3228,-71.06184,Hotel room,125,2,49,2019-06-25,0.57,25,281
583255,"Boston Beauty, Walk to C and B line",306407,Valery,,Brighton,42.34171,-71.14851,Entire home/apt,149,3,20,2019-02-09,0.41,1,0
585148,Trendy Loft in the South End,2883829,George,,South End,42.33818,-71.06463,Entire home/apt,210,180,33,2017-10-06,0.53,1,233
601763,The Alameda 2 | 2BR 1BA | Brookline Area,71783,Lance,,West Roxbury,42.29118,-71.15316,Entire home/apt,125,21,37,2019-08-27,1.23,25,315
611081,Houseboat in Boston Harbor,3029783,Deborah,,Charlestown,42.37669,-71.05031,Entire home/apt,325,2,32,2019-09-13,0.87,5,347
619142, Getaway in Historic Charlestown,501427,Joe,,Charlestown,42.37808,-71.06343,Entire home/apt,175,3,163,2019-09-14,1.88,1,150
646087,1 Bed in Charming Southie Townhouse near BCEC,3236611,Ingrid,,South Boston,42.33477,-71.04995,Private room,188,1,7,2019-06-13,0.18,1,173
658029,Trendy Fun Spot|Historic South End |1BR 1BA #1,1444340,Short Term Rentals Boston,,Roxbury,42.33923,-71.08141,Entire home/apt,163,28,116,2019-09-06,1.36,49,129
697078,Spacious 1 bed facing State House,26988,Anne,,Beacon Hill,42.35893,-71.06331,Entire home/apt,175,31,19,2019-07-22,0.36,10,300
708802,Boston / Charlestown Apartment,3648427,Gerard  And Marie,,Charlestown,42.37755,-71.0628,Entire home/apt,175,2,356,2019-09-12,4.21,1,216
713627,"Retro Cool Artist's House, Parking",3581975,Rachel,,Jamaica Plain,42.30957,-71.10629,Entire home/apt,135,5,1,2014-10-09,0.02,1,0
732932,Guest Bedroom in Beautiful Jamaica Plain Home,3817361,Alishya,,Jamaica Plain,42.30376,-71.114,Private room,90,3,25,2019-07-28,0.30,3,164
732999,Lovely home in Jamaica Plain Boston,3817361,Alishya,,Jamaica Plain,42.30456,-71.11364,Entire home/apt,225,3,58,2019-09-18,0.69,3,0
743211,Unique Find: Private home in City!,2796082,Margaret,,Jamaica Plain,42.30581,-71.1126,Entire home/apt,550,3,68,2019-07-29,0.86,2,317
743759,Cozy Room & Bathroom: No Kitchen,7969,Carolyn,,Roslindale,42.29424,-71.13183,Private room,25,90,4,2016-07-01,0.05,2,357
750438,"Private room, 7 min to subway, verdant & peaceful",3945438,Lisa,,Jamaica Plain,42.30681,-71.11052,Private room,65,2,189,2019-09-13,2.46,6,42
753446,6 miles away from downtown Boston!,3962517,Sami,,Roslindale,42.28588,-71.12491,Private room,50,2,142,2019-07-27,2.89,1,286
766700,★ Historic & Private 1BR | Walk to Sites & MBTA,3637081,Jason Or Jose,,North End,42.36639,-71.05537,Entire home/apt,125,1,463,2019-09-05,6.03,6,316
777903,A suburban feel in the city,4102281,Monroe,,Jamaica Plain,42.30757,-71.13463,Private room,85,2,38,2019-09-02,0.50,1,364
798957,★2-Story★Walk Score 95 ★ 1200ft² ★ 2 Baths,1651480,Edward,,South End,42.34121,-71.07571,Entire home/apt,347,3,381,2019-09-15,4.90,4,106
799701,Large Sunny Apartment in JP,4210157,Marian,,Jamaica Plain,42.32086,-71.1125,Entire home/apt,300,4,2,2015-04-21,0.03,2,0
815639,►Everett-Casino -Studio | Easy T Access!◄,3637081,Jason Or Jose,,North End,42.36758,-71.05611,Entire home/apt,125,1,530,2019-09-08,6.91,6,337
820073,"Modern Loft, 1700 SqFt. Location!",1911807,Kelly & Chris,,Downtown,42.35628,-71.06141,Entire home/apt,275,2,72,2019-09-02,0.92,2,283
849408,"Perfect & Practical Boston Rental (1,000+ sqft)",4434391,Damon,,Roslindale,42.28882,-71.13951,Entire home/apt,239,3,144,2019-08-31,2.07,3,124
863788,2 BR. Roof Deck-city views! Heart of South End.,775932,Andy & Daljit,,South End,42.34367,-71.0708,Entire home/apt,385,3,8,2019-09-20,0.10,1,21
891661,GORGEOUS WATER FRT NORTH END STUDIO,4737456,Paolo,,North End,42.36853,-71.05363,Entire home/apt,125,2,376,2019-09-14,4.74,1,153
891953,"Coolest tri level, BEST location by Faneuil Hall",3137257,Local Furnished Rentals,,Downtown,42.36136,-71.05567,Entire home/apt,200,4,88,2019-09-07,1.36,7,202
894539,Private room in house ,4762495,Jennifer,,Roslindale,42.2909,-71.13024,Private room,90,2,57,2019-09-09,0.79,2,291
916123,"""History""- on the freedom trail 1 Bed Apt",3637081,Jason Or Jose,,North End,42.36722,-71.05736,Entire home/apt,125,1,532,2019-09-01,6.81,6,329
957224,Beautiful 3 BR with Great Location,4210157,Marian,,Jamaica Plain,42.31886,-71.11452,Entire home/apt,275,3,77,2017-10-16,1.00,2,0
962610,Convenient Boston Hotel Alternative,4434391,Damon,,West Roxbury,42.29053,-71.14106,Entire home/apt,119,3,85,2019-09-07,1.14,3,230
973695,"Boston Center, Sleeps 1 to 4 people",1760577,Claire,,Downtown,42.35929,-71.06086,Entire home/apt,250,4,55,2019-08-13,0.75,1,333
981793,"Quiet,Cozy Private Bedroom for you!",887148,Dawn,,Charlestown,42.37967,-71.0693,Private room,250,1,0,,,6,365
989163,Modern 2nd Floor Studio,5430185,Laura,,South End,42.34286,-71.07339,Entire home/apt,195,5,40,2019-09-17,0.54,7,129
990668,✔Arlington✔Skydeck ✔Walk Score 95✔Full Kitchen,1651480,Edward,,South End,42.34146,-71.07641,Private room,156,3,261,2019-09-10,3.40,4,79
1009275,Urban Treehouse,868067,Laura,,South Boston,42.33269,-71.04536,Private room,120,1,74,2019-09-14,2.40,3,311
1030500,"Cozy apartment, free parking, quiet neighborhood",5670669,Kelly,,Jamaica Plain,42.29106,-71.11594,Entire home/apt,107,1,20,2019-04-30,0.26,1,113
1038465,HANCOCK TOWER/COPLEY ROOM,85770,Robert,,South End,42.34644,-71.07481,Private room,140,2,248,2019-09-05,3.15,5,73
1042420,"Easy access to Airport, Downtown, Seaport. Fenway",5715872,Joan And Charlotte,,East Boston,42.38362,-71.02023,Entire home/apt,170,2,87,2018-11-16,1.15,1,203
1053924,Furnished North End Waterfront 1 Bedroom +Elevator,5803565,Brian,,North End,42.36237,-71.05155,Entire home/apt,160,32,2,2019-06-04,0.21,2,70
1055627,Spacious 1 bdrm in Beacon Hill ,4299002,Lauren,,Beacon Hill,42.36076,-71.06399,Entire home/apt,125,2,8,2018-09-09,0.10,2,0
1058448,Private room in Boston,3920014,Patti And Javier,,Jamaica Plain,42.31218,-71.10473,Private room,80,1,35,2019-09-18,0.45,1,357
1067184,Cozy apartment/lovely bedroom on quiet JP street,848706,Phyllis,,Jamaica Plain,42.30633,-71.11902,Entire home/apt,80,28,84,2019-08-05,1.09,2,209
1071235,Cozy JP Studio-Great Location!,965697,Chris & Kristina,,Jamaica Plain,42.31748,-71.10819,Entire home/apt,90,2,312,2019-09-16,4.02,2,323
1074406,Extremely Convenient & Clean Studio,778098,Kenny,,Fenway,42.34352,-71.09614,Entire home/apt,155,4,91,2019-08-23,1.18,2,228
1077105,"Studio Apt. for Rent in South End, ",5927277,J,,South End,42.34022,-71.075,Entire home/apt,176,1,0,,,1,0
1081386,Close to South End and Mass Ave,2871556,Denzil,,Roxbury,42.33093,-71.07152,Private room,70,10,156,2019-09-19,2.02,1,60
1090413,HynesConventionCtr-5min-Lge Rm-Pvt Bath,1984434,Irene,,Back Bay,42.34502,-71.0803,Private room,100,3,149,2019-09-19,2.37,2,320
1090545,BostonCtrBackBay-Pvt Bath&Rm-Comfy Bed,1984434,Irene,,Back Bay,42.34373,-71.08224,Private room,100,3,107,2019-09-08,1.40,2,305
1092093,Duplex Penthouse in Longwood Area,26988,Anne,,Mission Hill,42.33285,-71.10115,Entire home/apt,95,28,32,2019-05-18,0.42,10,356
1109224,4 bedroom Victorian Condo unit,1531239,Lita,,Jamaica Plain,42.32051,-71.11216,Entire home/apt,439,2,68,2019-05-28,0.92,1,314
1136972,Boston Room/Free Transit/ By Subway,1480518,Lisa,,Jamaica Plain,42.29444,-71.11995,Private room,60,1,344,2017-06-20,4.49,5,0
1147871,★ Room in Boston Fantastic Location by Airport ★,1407005,Izzy,,East Boston,42.37761,-71.0352,Private room,105,1,478,2019-09-06,6.19,6,82
1161210,Cozy rooms with parking and Wi-Fi 波士顿近郊舒适的睡房附带免费｡｡,3887707,Emily,,West Roxbury,42.27176,-71.16759,Private room,70,1,209,2019-08-16,2.72,2,50
1167221,BOSTON 2 Room + private bath for 3 walk to Train,6391436,Robin,,Jamaica Plain,42.30777,-71.11626,Private room,90,1,229,2019-09-19,3.43,3,42
1167987,Long-term Rental: Single Room/Sh Bath/No Cooking,7969,Carolyn,,Roslindale,42.29317,-71.13016,Private room,26,90,8,2019-04-13,0.11,2,119
1170157,Contemporary Fort Hill Condo,5243773,Chad & Mercy,,Roxbury,42.32477,-71.09476,Entire home/apt,135,2,8,2018-08-12,0.10,2,0
1171578, Private Room in a One Family House,3765817,Frank,,Brighton,42.35384,-71.16795,Private room,99,1,241,2019-09-21,3.26,1,357
1178106,Cozy Tiny Room in Great Boston Location by Airport,1407005,Izzy,,East Boston,42.37669,-71.03428,Private room,99,1,454,2019-08-24,5.89,6,90
1178162,Private Room in Great Location Boston,1407005,Izzy,,East Boston,42.3778,-71.03467,Private room,100,1,408,2019-08-14,5.28,6,89
1183032,"Charming South End, Boston Condo",6471589,Mary Kate,,South End,42.34122,-71.07533,Entire home/apt,150,7,38,2019-09-09,0.51,1,233
1187188,Entire loft in Boston,2238969,Kenji,,Jamaica Plain,42.30693,-71.10789,Entire home/apt,200,3,28,2019-07-23,0.42,1,344
1195780,A home away from home!,4463973,Leshae,,Dorchester,42.3046,-71.08392,Entire home/apt,45,1,0,,,1,14
1197857,19th Century on Tremont | Modern Unit 1BR 1BA #6,1444340,Short Term Rentals Boston,,Roxbury,42.33852,-71.07985,Entire home/apt,167,28,118,2019-09-03,1.55,49,126
1198779,"Ocean view,ideal for event atendees",6549153,Alfredo,,South Boston,42.33139,-71.04268,Private room,89,1,34,2015-07-06,0.45,1,0
1200502,Charming Garden Studio In South End,6557340,Karoline,,South End,42.33843,-71.07685,Entire home/apt,165,2,91,2019-09-05,1.26,1,300
1203130,1or 2 bedroom w/stunning city views,887148,Dawn,,Charlestown,42.38129,-71.06704,Private room,395,2,1,2013-08-05,0.01,6,365
1204755,Bright Artist Loft,499127,Sarah,,Roxbury,42.33311,-71.07494,Entire home/apt,200,3,20,2019-05-27,0.27,1,244
1220971,Boston Huge 1BR Best location (h2b),5578043,Dror,,North End,42.3651,-71.05365,Entire home/apt,159,1,141,2019-08-03,2.04,10,280
1222327,"Cozy, 2 bdr,  2 baths, house near medical area!",6668129,Chuck,,Jamaica Plain,42.32473,-71.10792,Entire home/apt,121,5,13,2019-08-09,0.24,1,22
1240598,"Downtown Studio, Historic Theater District",2356643,Voyage,,Downtown,42.35257,-71.0636,Entire home/apt,145,2,167,2019-09-06,2.19,11,152
1252489,Beacon Hill 1-Bed,6824319,Samantha,,Beacon Hill,42.36105,-71.06593,Entire home/apt,200,2,65,2017-08-28,0.85,1,0
1275498,Parlor Level Studio,5430185,Laura,,South End,42.34405,-71.07352,Entire home/apt,160,3,35,2019-09-15,0.47,7,114
1278391,Perfect Back Bay get away! ,6957165,Melissa,,Back Bay,42.34853,-71.08549,Entire home/apt,199,1,35,2015-05-31,0.54,1,0
1303261,HISTORIC BEACON HILL-ENJOY OUR CAT,2120816,Larry,,Beacon Hill,42.3588,-71.06972,Entire home/apt,650,3,23,2018-10-25,0.32,1,364
1321422,Barney's Master Bedroom T Downtown,6608084,CarneyFamily,,Dorchester,42.30838,-71.04694,Private room,76,1,530,2019-09-21,7.04,7,259
1327725,Modern 2 BR in Brighton with Parking,7205617,Mikhail,,Brighton,42.34567,-71.13922,Entire home/apt,147,3,235,2019-09-20,3.12,1,132
1332786,Cozy One Person Only - Quick Downtown,6608084,CarneyFamily,,Dorchester,42.30922,-71.04564,Private room,47,1,377,2019-09-20,5.01,7,206
1340649,1BR in Charming South Boston Condo/Red Line/Beach,7271526,Michaela,,South Boston,42.32825,-71.05704,Private room,125,1,30,2019-05-22,0.49,2,86
1352776,Cozy Condo w/ Separate Bath,7341841,Carol,,Dorchester,42.3119,-71.07337,Private room,80,2,56,2019-08-16,1.45,1,149
1374434,"Authentic Boston, cozy room",255183,Michelle,,Roxbury,42.32497,-71.08949,Private room,65,28,38,2019-08-31,0.52,5,142
1374466,"Real Boston, off the beaten track",255183,Michelle,,Roxbury,42.32642,-71.09013,Private room,67,28,37,2019-08-30,0.53,5,170
1375194,2 bed modern new North End Boston,6274286,Florence,,North End,42.36651,-71.05284,Entire home/apt,399,7,20,2015-10-11,0.27,1,365
1403408,Big Boston room,255183,Michelle,,Roxbury,42.32465,-71.08869,Private room,70,28,18,2019-06-29,0.24,5,74
1425973,Historic brick Victorian row house ,1015632,Kevin,,South End,42.33937,-71.08026,Private room,350,2,25,2019-09-06,0.34,1,47
1426754,Boston Best furnished Studio (H2a),5578043,Dror,,North End,42.36482,-71.05371,Entire home/apt,99,2,228,2019-09-20,3.08,10,313
1445064,Bright Sunlit bedroom near Spaulding/Downtown,4724006,Rosalia,,Charlestown,42.37963,-71.06192,Private room,68,28,101,2019-08-17,1.37,1,38
1454258,Inviting Queen Anne Victorian,7799789,Bruce,,Dorchester,42.30844,-71.0464,Private room,80,1,301,2019-09-18,4.04,3,294
1471308,Cozy Private Room Near Transit,7673571,Alexandra,,Mission Hill,42.33393,-71.10314,Private room,70,2,166,2019-06-21,2.23,1,231
1472481,John and Robert's Harbor View,6608084,CarneyFamily,,Dorchester,42.30977,-71.04715,Private room,75,1,522,2019-09-12,7.11,7,263
1472520,Andrea's Private Bath T Downtown,6608084,CarneyFamily,,Dorchester,42.30811,-71.0462,Private room,83,1,550,2019-09-20,7.42,7,278
1489289,Spacious South End 1BD in charming square,7964081,Gabriella,,South End,42.33663,-71.07489,Entire home/apt,125,1,60,2018-09-17,0.98,1,0
1494726,Cozy in Rozzie!,7506913,Maria Cecilia,,Roslindale,42.27572,-71.13014,Private room,75,28,15,2019-08-23,0.24,1,0
1510876,Room with Sleeper Sofa Bed,7799789,Bruce,,Dorchester,42.31019,-71.04829,Private room,60,1,45,2019-08-09,0.61,3,273
1523288,"Beacon Hill - Family Ready 2 Bedroom, Top-floor",104324,Patrick,,Beacon Hill,42.35908,-71.06707,Entire home/apt,475,5,7,2015-04-21,0.11,1,178
1523772,Blue & White Haven,8130814,Lison,,Brighton,42.35373,-71.16107,Entire home/apt,90,30,0,,,1,173
1541166,Beautiful Studio 15 min to Downtown,552418,Vanya,,Charlestown,42.38159,-71.07892,Entire home/apt,109,2,37,2019-09-19,0.51,1,79
1544144,Charming Historic Home in Charlestown,7353037,Nancy And Tom,,Charlestown,42.37203,-71.06165,Entire home/apt,350,3,9,2019-09-19,0.54,1,187
1544702,Mary's Ocean View Metro Downtown,6608084,CarneyFamily,,Dorchester,42.30945,-71.04555,Private room,77,1,536,2019-09-16,7.30,7,252
1545185,Large 1Bed w/ Gorgeous Kitchen + Bath,697401,Nick,,Brighton,42.3484,-71.15696,Entire home/apt,140,1,107,2019-09-15,1.47,4,130
1551467,"Child-Friendly, Elegant, Quiet, Green 2BR Condo",1106261,Jonas,,Jamaica Plain,42.31013,-71.10288,Entire home/apt,159,2,6,2018-07-23,0.08,1,233
1552406,Central J.P 2 bd in Victorian nr Train +,8268084,Peggy,,Jamaica Plain,42.31166,-71.11491,Entire home/apt,300,4,59,2019-09-13,0.82,1,81
1584340,Spacious Beacon Hill Apartment,8441226,Justin,,Beacon Hill,42.3588,-71.06761,Entire home/apt,175,3,0,,,1,0
1584362,Grace's Harborview Fast T Downtown,6608084,CarneyFamily,,Dorchester,42.3105,-71.04812,Private room,63,1,577,2019-09-19,7.93,7,242
1587540,Cozy House on Bunker Hill in Boston,2004732,Finola,,Charlestown,42.3789,-71.06118,Entire home/apt,299,3,38,2019-06-09,0.58,1,225
